Name,Address,Culture,Religion,Language,Services,Postcode,State,Phone,Email,Website,Longitude,Latitude,ID
St Louis Home Care,11 DUDLEY Road MARRYATVILLE 5068 SA Australia,NA,NA,NA,"Assistive Technology, Continence Advisory, Dementia, Hearing, In-home respite care, Mental Health, Mobility, People with terminal illness, Vision, Wellness and reablement",5068,SA,6.10883E+11,homecare@stlouisagedcare.com.au,http://www.stlouisagedcare.com.au,138.6495792,-34.9276725,196
RetireAustralia Home Care- Adelaide,79 KING WILLIAM Street KENT TOWN 5067 SA Australia,NA,NA,NA,NA,5067,SA,6.10429E+11,lisa.wood@retireaustralia.com.au,http://www.retireaustralia.com.au,138.6202084,-34.9178971,197
Yellow Door Care Pty Ltd,8 KING WILLIAM Street KENT TOWN 5067 SA Australia,NA,"Anglican, Baptist, Buddhism, Catholic, Islam, Judaism, Lutheran, Other Christian, Other Protestant, Uniting Church",NA,"Continence Advisory, Dementia, In-home respite care, Mobility, People with terminal illness",5067,SA,6.10884E+11,admin@yellowdoorcare.com,http://yellowdoorcare.com.au,138.6164111,-34.9205766,198
RSL Care SA Home Care Services,55 FERGUSON Avenue MYRTLE BANK 5064 SA Australia,NA,NA,NA,"Continence Advisory, Dementia, Mental Health, Wellness and reablement",5064,SA,6.10884E+11,kwhelan@rslcaresa.com.au,http://www.rslcaresa.com.au,138.634278,-34.960751,199
Nexttcare Pty Limited - Adelaide,Unit 4 53 GLEN OSMOND Road EASTWOOD 5063 SA Australia,"Bosnian, Chinese, Croatian, Dutch, Egyptian, Filipino, German, Greek, Hungarian, Indian, Italian, Lebanese, Macedonian, Maltese, Polish, Russian, Serbian, Sri Lankan, Ukrainian, Vietnamese","Anglican, Baptist, Buddhism, Catholic, Churches of Christ, Eastern Orthodox, Hinduism, Islam, Jehovah's Witnesses, Judaism, Latter-day Saints, Lutheran, Oriental Orthodox, Other Christian, Other Protestant, Pentecostal, Presbyterian and Reformed, Salvation Army, Seventh-day Adventist, Uniting Church","Arabic, Cantonese, Croatian, Greek, Italian, Mandarin, Polish, Spanish, Vietnamese","Continence Advisory, Hearing, In-home respite care, Mental Health, Mobility, People with terminal illness, Vision, Wellness and reablement",5063,SA,6.10439E+11,minnig@nextt.com.au,NA,138.6210238,-34.9433394,200
Home Support Services - Brisbane,82 WATTLE Street FULLARTON 5063 SA Australia,NA,NA,NA,"Assistive Technology, Continence Advisory, Dementia, Hearing, In-home respite care, Mental Health, Mobility, People with terminal illness, Vision, Wellness and reablement",5063,SA,6.11801E+11,myagedcare@hss.com.au,http://www.hss.com.au,138.6228143,-34.9538392,201
Zenitas Care,Unit 2 315 UNLEY Road MALVERN 5061 SA Australia,"Greek, Indian, Italian, Macedonian",NA,"Greek, Italian, Macedonian","Assistive Technology, Continence Advisory, Dementia, Hearing, In-home respite care, Mental Health, Mobility, People with terminal illness, Vision, Wellness and reablement",5061,SA,6.10881E+11,communityservices@zenitascare.com.au,http://www.zenitascare.com.au,138.6087117,-34.9613043,202
Alwyndor Home Care Packages (L1-4),52 DUNROBIN Road HOVE 5048 SA Australia,NA,NA,NA,"Assistive Technology, Continence Advisory, Dementia, Hearing, In-home respite care, Mental Health, Mobility, People with terminal illness, Vision, Wellness and reablement",5048,SA,6.10882E+11,intakeofficer@alwyndor.org.au,http://www.alwyndor.com.au,138.5283293,-35.0092497,203
Minda Community Aged Care Packages,King George Avenue BRIGHTON 5048 SA Australia,NA,NA,NA,NA,5048,SA,6.10884E+11,libby.chapman@minda.asn.au,www.mindainc.com.au,138.5191276,-35.0135894,204
Resthaven Community Services - Marion,43 Finniss Street MARION 5043 SA Australia,"Acehnese, Acholi, Afghan, African American, Afrikaner, Akan, Albanian, Algerian, American, Amhara, Anglo-Burmese, Anglo-Indian, Angolan, Arab, Argentinian, Armenian, Assyrian, Australian, Australian Aboriginal, Australian South Sea Islander, Austrian, Azeri, Bahraini, Balinese, Bangladeshi, Barbadian, Bari, Basque, Batswana, Belarusan, Belgian, Bengali, Berber, Bermudan, Bhutanese, Bolivian, Bosnian, Brazilian, British, Bruneian, Bulgarian, Burgher, Burmese, Burundian, Cameroonian, Canadian, Caribbean Islander, Catalan, Central American, Central Asian, Central and West African, Chaldean, Channel Islander, Chilean, Chin, Chinese, Chinese Asian, Colombian, Congolese, Cook Islander, Coptic, Costa Rican, Croatian, Cuban, Cypriot, Czech, Danish, Darfu/Darfurian, Dinka, Dutch, Eastern European, Ecuadorian, Egyptian, Emirati, English, Eritrean, Estonian, Ethiopian, Fijian, Fijian Indian, Filipino, Finnish, Flemish, French, French Canadian, Frisian, Fulani, Georgian, German, Ghanaian, Gibraltarian, Gio, Greek, Guatemalan, Gujarati, Guyanese, Hawaiian, Hazara, Hispanic (North American), Hmong, Hungarian, Hutu, I-Kiribati, Icelandic, Igbo, Indian, Indian Tamil, Indonesian, Iranian, Iraqi, Irish, Italian, Ivorean, Jamaican, Japanese, Javanese, Jewish, Jordanian, Kadazan, Karen, Kashmiri, Kazakh, Kenyan, Khmer (Cambodian), Korean, Krahn, Kunama, Kurdish, Kuwaiti, Kyrgyz, Lao, Latvian, Lebanese, Liberian, Libyan, Lithuanian, Luxembourg, Macedonian, Madi (Ma'di), Madurese, Mainland South-East Asian, Malawian, Malay, Malayali, Maldivian, Maltese, Mandaean, Mandinka, Manx, Maori, Maritime South-East Asian, Masai, Mauritian, Mayan, Melanesian and Papuan, Mexican, Micronesian, Moldovan, Mon, Mongolian, Montenegrin, Moroccan, Mozambican, Namibian, Native North American Indian, Nauruan, Nepalese, New Caledonian, New Zealander, Ni-Vanuatu, Nicaraguan, Nigerian, Niuean, North American, Northern European, Norwegian, Nubian, Nuer, Ogaden, Omani, Oromo, Otr Nth African & Mid. Eastern, Pakistani, Palestinian, Papua New Guinean, Paraguayan, Parsi, Pathan, Peoples of the Sudan, Peruvian, Polish, Polynesian, Portuguese, Puerto Rican, Punjabi, Qatari, Rohingya, Roma/Gypsy, Romanian, Russian, Rwandan, Salvadoran, Samoan, Saudi Arabian, Scottish, Senegales, Serbian, Seychellois, Shona, Sierra Leonean, Sikh, Sindhi, Singaporean, Sinhalese, Slovak, Slovene, Solomon Islander, Somali, Sorb/Wend, South African, South American, South Eastern European, South Sudanese, Southern Asian, Southern European, Southern and East African, Spanish, Sri Lankan, Sri Lankan Tamil, Sudanese, Sundanese, Swahili, Swazilander, Swedish, Swiss, Syrian, Tahitian, Taiwanese, Tajik, Tanzanian, Tatar, Telugu, Temoq, Thai, Themne, Tibetan, Tigrayan, Tigre, Timorese, Togolese, Tokelauan, Tongan, Torres Strait Islander, Trinidadian (Tobagonian), Tunisian, Turkish, Turkmen, Tuvaluan, Ugandan, Uighur, Ukrainian, Uruguayan, Uzbek, Venezuelan, Vietnamese, Vlach, Welsh, Western European, Yemeni, Yoruba, Zambian, Zimbabwean, Zulu","Aboriginal Evang. Missions, Agnosticism, Albanian Orthodox, Ancestor Veneration, Ancient Church of the East, Anglican, Anglican Catholic Church, Anglican Church of Australia, Animism, Antiochian Orthodox, Apostolic Church (Australia), Apostolic Church of Queensland, Armenian Apostolic, Assemblies of God, Assyrian Apostolic, Assyrian Church of the East, Atheism, Aust. Aboriginal Trad. Religs., Baha'i, Baptist, Bethesda Churches, Born Again Christian, Brethren, Buddhism, Caodaism, Catholic, Chaldean Catholic, Chinese Religions, Christadelphians, Christian, Christian & Missionary Allnce., Christian City Church, Christian Life Churches Int_„Žl, Christian Outreach Centres, Christian Revival Crusade, Christian Science, Church of Christ (Non-denom.), Church of Jesus Christ of LDS, Church of Scientology, Church of the Nazarene, Churches of Christ, Churches of Christ (Conf.), Community of Christ, Confucianism, Congregational, Coptic Orthodox Church, Druidism, Druse, Eastern Orthodox, Eckankar, Ethiopian Orthodox Church, Ethnic Evangelical Churches, Faith Churches, Foursquare Gospel Church, Free Reformed, Full Gospel Church, Gnostic Christians, Greek Orthodox, Hinduism, Humanism, Independent Evang. Churches, International Church of Christ, Islam, Jainism, Japanese Religions, Jehovah's Witnesses, Judaism, Latter-day Saints, Liberal Catholic Church, Lutheran, Macedonian Orthodox, Maronite Catholic, Melkite Catholic, Nature Religions, New Apostolic Church, New Churches (Swedenborgian), No religion, Oriental Orthodox, Other Christian, Other Protestant, Paganism, Pantheism, Pentecostal, Presbyterian, Presbyterian and Reformed, Rastafarianism, Ratana (Maori), Rationalism, Reformed, Religious Science, Religious Society of Friends, Revival Centres, Rhema Family Church, Romanian Orthodox, Russian Orthodox, Salvation Army, Satanism, Serbian Orthodox, Seventh-day Adventist, Shinto, Sikhism, Spiritualism, Sukyo Mahikari, Syrian Orthodox Church, Taoism, Temple Society, Tenrikyo, Theosophy, Ukrainian Catholic, Ukrainian Orthodox, Unitarian, United Pentecostal, Uniting Church, Wesleyan Methodist Church, Western Catholic, Wiccan/Witchcraft, Worldwide Church of God, Zoroastrianism","Acholi, Afrikaans, Albanian, Alyawarr (Alyawarra), Amharic, Anyuak/Anuak, Arabic, Arakanese/Rakhinz, Armenian, Arrernte (Aranda), Asante/Ashanti, Assamese, Assyrian, Assyrian (Including Aramaic), Australian Indigenous Lang, Azari, Azerbaijani, Baluchi/Balochi, Bambara, Bari/Beri, Basque, Bassa, Bemba, Bengali/Bangla, Bisaya, Bislama, Bosnian, Breton, Bulgarian, Burarra, Byelorussian, Cantonese, Catalan, Cebuano, Chaldean, Chi-Nyanja/Nyanja, Chichewa/Chewa, Chin, Chin Haka (Dialect of Chin), Chinese, Chinese (All Dialects), Chizigula/Zigula, Coptic, Croatian, Czech, Dan/Gio, Danish, Dari, Dinka, Divehi, Dutch, Dzongkha, Eastern Asian Languages, Eastern European Lang, English, Esperanto, Estonian, Ewe, Falam Chin (Dialect of Chin), Fanti/Fante, Farsi (Persian), Fiji Hindi, Fijian, Filipino/Tagalog, Finnish, Flemish, Foochow (Chinese), French, Fukien (Chinese), Fulani, Fullah, Fulliru, Fuqing, Fur, Fuzhou (Chinese), Gaelic (Ireland), Gaelic (Scotland), Galician, Gan, Georgian, German, Gilbertese, Gio/Dan, Greek, Gro, Gujarati, Hainanese (Chinese), Haitian, Hakka (Chinese), Hakka (Timorese), Harari, Hassani (Dialect of Arabic), Hassaniya (Dialect of Arabic), Hasseniyya (Dialect of Arabic), Hausa, Hawaiian, Hazaragi, Hebrew, Hindi, Hindustani/Hindi-Urdu, Hmong, Hokkien (Chinese), Hungarian, Icelandic, Igbo/Ibo, Ikalanga/Kalanga, Indonesian, Irish, Italian, Japanese, Javanese, Juba/Arabic Pidgin, Kachin, Kakwa, Kalentin, Kannadai/Kannarese, Karen, Karenni/Kayah, Kashmiri, Kazakh, Khmer, Khumi (Dialect of Chin), Ki-Kongo, Ki-Kuyu, Ki-Luba/Luba, Kikuyu, Kingoni, Kinjanda, Kinyarwanda, Kirghiz, Kirundi, Kissi, Kiswahili, Kono, Korean, Kpelle, Krio, Kriol, Kuanua/Tolai, Kuku, Kunama, Kurdish (Badini), Kurdish (Faili), Kurdish (Gorani), Kurdish (Irani/Kurdistani), Kurdish (Kurmanji), Kurdish (Sorani), Kuurinji (Gurindji), Kwa, Lao, Latin, Latvian, Liberian Pidgin, Limba, Lingala, Lisu, Lithuanian, Loko, Loma, Lori, Luganda, Luo, Luwa, Macedonian, Madi, Malagasy, Malayalam, Malaysian/Malay/Cocos Malay, Malinka, Maltese, Mandarin, Mandingo, Mano, Maori, Mara (Dialect of Chin), Marathi, Maru, Mashi, Matu (Dialect of Chin), Mauritian Creole, Mende, Mina, Mizo Chin (Dialect of Chin), Moldavian, Mon, Mongolian, Moru, Motu, Mundari, Myanmar (Burmese), Nauruan, Ndebele/Jindebele, Nepali, Netherlandic, Non Verbal, Northern European Lang, Norwegian, Not Stated/Inadequately Desc, Nubia, Nuer, Nyagwara, Oriya/Odia, Oromo, Other, Other African Languages, Other Asian Languages, Other European Languages, Other Languages, Other Oceanic Languages, Ov-Ambo, Papiamento, Pashtu/Pashto, Pedi/Northern Soto, Pidgin/Neo-Melanesian, Pintupi, Pitjantjatjara, Pojulu, Polish, Portuguese, Pukapuka, Pulaar, Punjabi, Pwo Karen (Dialect of Karen), Quechua, Rajasthani, Rohingya (Myanmar), Rohinya (Cook Islands), Romanian, Romansch, Romany, Russian, Saho, Samoan, Sanskrit, Sardinian, Serbian, Setswana, Sgaw Karen (Dialect of Karen), Shan, Shanghainese, Shilenge, Shiluk, Shona/Chishona, Sichuan, Sidamic, Sindhi, Sinhalese, Siym (Dialect of Chin), Slovak, Slovene, Somali, Sotho, Southeast Asian Languages, Southern Asian Languages, Southern European Lang, Spanish, Sudanese Arabic, Sukuma, Susu, Sw Asian/N African Lang, Swahili/Ki-Swahili, Swazi, Swedish, Syriac, Tajik, Tamil, Tartar, Tedim Chin (Dialect of Chin), Telugu, Temne, Teo Chiew (Chinese), Tetum (Timorese), Thai, Tibetan, Tigre, Tigrinya, Tiv, Tiwi, Tokelauan, Tongan, Tshiluba, Tsonga, Turkish, Turkmen, Twi, Uighur, Ukrainian, Urdu, Uzbek, Vietnamese, Walmajarri (Walmadjari), Warlpiri, Watchi, Welsh, Wendish, Wik-Mungkan, Wolof, Xhosa, Yalunka, Yiddish, Yoruba, Yugoslavian, Zande, Zomi (Dialect of Chin), Zonot (Dialect of Chin), Zulu","Assistive Technology, Continence Advisory, Dementia, Hearing, In-home respite care, Mental Health, Mobility, People with terminal illness, Vision, Wellness and reablement",5043,SA,6.10883E+11,marioncs@resthaven.asn.au,http://www.resthaven.asn.au/living-at-home/home-care-overview/,138.5533531,-35.0115108,205
Independent Care Packages,5 REGENT Street MELROSE PARK 5039 SA Australia,NA,NA,NA,"Continence Advisory, Dementia, Hearing, In-home respite care, Mobility, People with terminal illness, Vision",5039,SA,6182763166,joanr@independentcare.com.au,http://independentcare.com.au,138.5748907,-34.981968,206
Life Without Barriers Home Care Packages Program - South Australia,328-382 RICHMOND Road NETLEY 5037 SA Australia,NA,NA,NA,NA,5037,SA,6.10884E+11,agedcaresa@lwb.org.au,http://www.lwb.org.au,138.5482965,-34.9437313,207
"Orana Aged Care at Home, Adelaide Metro South SA",26 WATSON Avenue NETLEY 5037 SA Australia,NA,NA,NA,"Assistive Technology, Continence Advisory, Dementia, In-home respite care, Mental Health, Wellness and reablement",5037,SA,6.10884E+11,agedcare@orana.asn.au,https://www.oranaonline.com.au/,138.5506945,-34.9478003,208
Southern Cross Care Home Support Services Metro East,336 MARION Road NORTH PLYMPTON 5037 SA Australia,NA,NA,NA,"Assistive Technology, Continence Advisory, Dementia, Hearing, In-home respite care, Mental Health, Mobility, People with terminal illness, Vision, Wellness and reablement",5037,SA,6.113E+11,connecting.services@southernxc.com.au,www.southerncrosscare.com.au,138.5516458,-34.9551515,209
LingCare Home Care (Metro West) Home Care Packages Levels 1-2,497-499 SOUTH Road ASHFORD 5035 SA Australia,"Bosnian, Chinese, Croatian, Filipino, Greek, Indian, Italian, Lebanese, Macedonian, Maltese, Polish, Russian, Serbian, Sri Lankan, Vietnamese","Anglican, Baptist, Buddhism, Catholic, Churches of Christ, Eastern Orthodox, Hinduism, Islam, Jehovah's Witnesses, Judaism, Latter-day Saints, Lutheran, Oriental Orthodox, Other Christian, Other Protestant, Pentecostal, Presbyterian and Reformed, Salvation Army, Seventh-day Adventist, Uniting Church","Arabic, Cantonese, Chinese, Chinese (All Dialects), Croatian, Greek, Indonesian, Italian, Japanese, Korean, Malaysian/Malay/Cocos Malay, Mandarin, Polish, Spanish, Vietnamese","Assistive Technology, Continence Advisory, Dementia, Hearing, In-home respite care, Mental Health, Mobility, People with terminal illness, Vision, Wellness and reablement",5035,SA,6.10884E+11,admin@lingcare.com.au,http://www.lingcare.com.au,138.5718451,-34.9467575,210
RDNS SA Metro South,1 RICHMOND Road KESWICK TERMINAL 5035 SA Australia,NA,NA,NA,"Assistive Technology, Continence Advisory, Dementia, Hearing, In-home respite care, Mobility, People with terminal illness, Vision, Wellness and reablement",5035,SA,6.113E+11,samacportal@rdns.org.au,http://www.rdns.org.ai,138.5810795,-34.9412484,211
Life Care East,28 FOURTH Avenue EVERARD PARK 5035 SA Australia,NA,NA,NA,"Dementia, In-home respite care, Mobility, Wellness and reablement",5035,SA,6.11301E+11,chsp@lifecare.org.au,http://www.lifecare.org.au,138.576219,-34.9557285,212
Clinical Care Professionals,115 Sherriff Road UNDERDALE 5032 SA Australia,NA,NA,NA,"Assistive Technology, Continence Advisory, Dementia, In-home respite care, Mobility, Wellness and reablement",5032,SA,6.113E+11,info@clinicalcare.com.au,http://clinicalcare.com.au,138.5512164,-34.9161633,213
ACS Flinders & Far North,67 HENLEY BEACH Road MILE END 5031 SA Australia,"Australian, Australian Aboriginal",NA,NA,NA,5031,SA,6.10883E+11,tina.summers@aboriginalcs.org.au,NA,138.5723973,-34.9238644,214
Premium Home Care Service,"Level 1, 152-154 Henley Beach Road Torrensville 5031 SA Australia",NA,NA,NA,NA,5031,SA,6.10404E+11,info@phcs.com.au,http://www.phcs.com.au,138.564211,-34.9238524,215
SSH Connect,7 KELLY Avenue SEATON 5023 SA Australia,"Bosnian, Chinese, Croatian, Dutch, Egyptian, Filipino, German, Greek, Hungarian, Indian, Italian, Lebanese, Macedonian, Maltese, Polish, Russian, Serbian, Sri Lankan, Ukrainian, Vietnamese","Anglican, Baptist, Buddhism, Catholic, Churches of Christ, Eastern Orthodox, Hinduism, Islam, Jehovah's Witnesses, Judaism, Latter-day Saints, Lutheran, Oriental Orthodox, Other Christian, Other Protestant, Pentecostal, Presbyterian and Reformed, Salvation Army, Seventh-day Adventist, Uniting Church","Arabic, Cantonese, Croatian, Greek, Italian, Mandarin, Polish, Spanish, Vietnamese","Assistive Technology, Continence Advisory, Dementia, Hearing, In-home respite care, Mental Health, Mobility, People with terminal illness, Vision, Wellness and reablement",5023,SA,6.10884E+11,community@sainthilarion.asn.au,http://www.sshconnect.com.au,138.5148547,-34.8844905,216
UnitingSA Ltd Home Care Programs,70 Dale Street PORT ADELAIDE 5015 SA Australia,"Bosnian, Chinese, Croatian, Dutch, Egyptian, Filipino, German, Greek, Hungarian, Indian, Italian, Lebanese, Macedonian, Maltese, Polish, Russian, Serbian, Sri Lankan, Ukrainian, Vietnamese","Anglican, Baptist, Buddhism, Catholic, Churches of Christ, Eastern Orthodox, Islam, Jehovah's Witnesses, Judaism, Latter-day Saints, Lutheran, Oriental Orthodox, Other Christian, Other Protestant, Pentecostal, Presbyterian and Reformed, Salvation Army, Seventh-day Adventist, Uniting Church","Arabic, Cantonese, Croatian, Greek, Italian, Mandarin, Polish, Spanish, Vietnamese","Assistive Technology, Continence Advisory, Dementia, Hearing, In-home respite care, Mental Health, Mobility, People with terminal illness, Vision, Wellness and reablement",5015,SA,6.10884E+11,spavelic@ucwpa.org.au,http://www.unitingsa.com.au,138.50458,-34.8470037,217
Pennwood Home Care,19 WINDSOR Avenue PENNINGTON 5013 SA Australia,"Bosnian, Croatian, Dutch, German, Greek, Hungarian, Italian, Macedonian, Polish, Russian, Serbian, Ukrainian",NA,"Bosnian, Croatian, Dutch, German, Greek, Hungarian, Italian, Macedonian, Polish, Russian, Serbian, Ukrainian","Assistive Technology, Continence Advisory, Dementia, Hearing, Mental Health, Mobility, People with terminal illness, Vision, Wellness and reablement",5013,SA,6.10428E+11,phc.referrals@pennwood.org.au,http://pennagedcare.org.au/about/home-care-services/,138.536478,-34.8582751,218
Bene Casa - Home Care Packages Level 1-2 Metro North,480 TORRENS Road WOODVILLE NORTH 5012 SA Australia,"Australian, Bosnian, Chinese, Egyptian, Fijian, Filipino, Greek, Indian, Indonesian, Iranian, Iraqi, Italian, Kenyan, Korean, Liberian, Luxembourg, Malay, Maltese, Mauritian, Nepalese, New Zealander, Polish, Romanian, Sri Lankan, Sudanese, Tatar, Vietnamese","Anglican, Baptist, Buddhism, Catholic, Churches of Christ, Eastern Orthodox, Hinduism, Islam, Jehovah's Witnesses, Judaism, Latter-day Saints, Lutheran, Oriental Orthodox, Other Christian, Other Protestant, Pentecostal, Presbyterian and Reformed, Salvation Army, Seventh-day Adventist, Uniting Church","Albanian, Arabic, Bosnian, Bulgarian, Cantonese, Chinese (All Dialects), English, Fijian, Filipino/Tagalog, Greek, Indonesian, Italian, Korean, Liberian Pidgin, Macedonian, Malaysian/Malay/Cocos Malay, Nepali, Polish, Romanian, Serbian, Sudanese Arabic, Tartar, Vietnamese, Yugoslavian","Dementia, In-home respite care, Mobility, Wellness and reablement",5012,SA,6181312000,admincommunity@bene.org.au,http://www.bene.org.au,138.5477155,-34.8744285,219
